timestamp,vibration,sound,temperature,humidity,label
2026-03-10 00:00:00,0.5496714153011233,49.282883917705355,31.038856064879187,45.248912361881274,1.0
2026-03-10 00:01:00,0.4861735698828815,49.83672048129845,32.89002870612626,36.09733620908553,1.0
2026-03-10 00:02:00,2.5426871366505823,74.03572757975823,48.42807233688148,45.99701821437659,-1.0
2026-03-10 00:03:00,0.6523029856408026,54.734307308230896,35.299337821849385,39.6943713719981,1.0
2026-03-10 00:04:00,0.4765846625276664,46.26391345756628,37.048324653213754,44.28076594371154,1.0
2026-03-10 00:05:00,0.4765863043050819,45.7682650424367,36.38827188674353,36.163440171563366,1.0
2026-03-10 00:06:00,0.6579212815507391,56.18309871071487,32.64135040310503,30.16577455899587,1.0
2026-03-10 00:07:00,0.5767434729152909,47.68677629059351,34.2565754756687,31.755950608017443,1.0
2026-03-10 00:08:00,0.4530525614065048,43.68482323211467,35.152751177405136,52.51451167614744,1.0
2026-03-10 00:09:00,0.5542560043585965,47.57435028950065,34.475585751107005,37.010298509939915,1.0
2026-03-10 00:10:00,0.4536582307187538,48.34973632377999,34.46140954826341,45.48079031440828,1.0
2026-03-10 00:11:00,0.4534270246429743,57.77481363862883,31.554513350691458,33.51121856577592,1.0
2026-03-10 00:12:00,0.5241962271566034,54.62413106188369,32.69453169772072,40.89427361816459,1.0
2026-03-10 00:13:00,0.3086719755342202,55.73760308316121,34.194120301721455,41.74203608964324,1.0
2026-03-10 00:14:00,0.3275082167486967,54.099868211733934,28.813548650109674,54.18206005550685,1.0
2026-03-10 00:15:00,2.168853252133465,77.78768003041381,55.21274585359481,38.41070630615408,-1.0
2026-03-10 00:16:00,0.39871688796655763,46.55958936709841,32.25464180057786,36.44365975454378,1.0
2026-03-10 00:17:00,0.5314247332595274,49.00698922323258,36.373676266530275,41.75466804675323,1.0
2026-03-10 00:18:00,0.4091975924478789,45.050423434882255,36.19783200894182,35.37618706515273,1.0
2026-03-10 00:19:00,0.3587696298664709,48.947559847314835,33.91261391377523,42.047884446571054,1.0
2026-03-10 00:20:00,0.6465648768921555,53.4205249546737,37.001096651403074,39.73255772697758,1.0
2026-03-10 00:21:00,0.47742236995134646,50.672916424061235,36.48639468984987,36.23091172790833,1.0
2026-03-10 00:22:00,0.5067528204687923,56.55740409480148,34.38207705833072,42.471919669106214,1.0
2026-03-10 00:23:00,2.5910224809256075,64.00591943138978,45.21543458728023,40.54160684677044,-1.0
2026-03-10 00:24:00,0.44556172754748175,52.5011917534912,37.19446557132871,43.801602195216304,1.0
2026-03-10 00:25:00,0.5110922589709866,43.75848599065341,35.46402767881533,48.26226686919746,1.0
2026-03-10 00:26:00,0.3849006422577697,50.47088234586821,37.089394336736284,37.491784605809386,1.0
2026-03-10 00:27:00,0.5375698018345672,53.701667112782395,30.222051851294527,37.9424597812659,1.0
2026-03-10 00:28:00,0.4399361310081195,48.9274871658789,35.196970194038926,33.271762902043875,1.0
2026-03-10 00:29:00,0.4708306250206723,52.75563302043478,31.845181826061253,42.605151372987194,1.0
2026-03-10 00:30:00,0.4398293387770603,45.20133832583533,34.948422985026475,36.7762422626977,1.0
2026-03-10 00:31:00,0.6852278184508938,41.68155010901808,36.427640416691766,41.727639915833755,1.0
2026-03-10 00:32:00,0.4986502775262066,52.78514811243902,38.47828029149821,45.82736610283314,1.0
2026-03-10 00:33:00,0.39422890710440994,58.72005117037867,33.12366654312563,36.578007828130836,1.0
2026-03-10 00:34:00,0.5822544912103189,45.01977529915054,33.94859038939603,37.62858596649528,1.0
2026-03-10 00:35:00,0.37791563500289777,56.11097090053398,34.808934185848926,45.072563328599415,1.0
2026-03-10 00:36:00,0.5208863595004756,50.21711704408205,33.050937797076216,43.537114166761384,1.0
2026-03-10 00:37:00,1.3775339688476322,73.91600516446016,49.86879468803603,43.00741789657432,-1.0
2026-03-10 00:38:00,0.3671813951101569,44.34247349323919,34.85981090926875,38.04306567073374,1.0
2026-03-10 00:39:00,0.5196861235869124,50.07892386680325,35.24391404675209,32.81965184614846,1.0
2026-03-10 00:40:00,0.573846657999541,47.977688560379484,36.24034625354832,36.44083060782682,1.0
2026-03-10 00:41:00,0.5171368281189971,43.43543511620881,34.85657696724918,34.952597425565074,1.0
2026-03-10 00:42:00,0.48843517176117596,41.52980359387298,33.36492174364827,42.90773157026907,1.0
2026-03-10 00:43:00,0.4698896304410711,45.76640336036747,34.873959523403066,41.42260768310213,1.0
2026-03-10 00:44:00,0.35214780096325726,50.96904504165559,33.28763728097322,37.00691537577118,1.0
2026-03-10 00:45:00,0.4280155791605291,49.96799623698431,35.21596177823297,37.8606223590224,1.0
2026-03-10 00:46:00,0.45393612290402124,47.49381021249961,36.99387544160359,42.37824829454402,1.0
2026-03-10 00:47:00,0.6057122226218916,51.009435971457414,32.650043415455336,38.40334433247079,1.0
2026-03-10 00:48:00,0.5343618289568461,55.20013359931344,31.935257997115816,37.094266457114465,1.0
2026-03-10 00:49:00,0.3236959844637266,51.97063255217074,35.09849987183935,49.892955644970854,1.0
2026-03-10 00:50:00,0.5324083969394795,49.3934566430521,33.464400766512185,37.25187902667268,1.0
2026-03-10 00:51:00,0.4614917719583683,54.640360033303445,35.063490548823935,43.34319839659785,1.0
2026-03-10 00:52:00,0.4323077999694041,45.20074848891853,35.640807041219404,41.96287838444197,1.0
2026-03-10 00:53:00,0.5611676288840868,48.87540230222324,30.712627542142922,32.38372034247415,1.0
2026-03-10 00:54:00,0.6030999522495951,48.99456032199816,36.37969885531709,36.605030582652475,1.0
2026-03-10 00:55:00,0.5931280119116199,43.81523370778577,32.6606629940895,44.09560853372351,1.0
2026-03-10 00:56:00,0.41607824767773616,47.90062918857821,34.95530409887062,39.34258607039153,1.0
2026-03-10 00:57:00,0.46907876241487856,39.625201595523485,33.68123532912314,32.675302104864905,1.0
2026-03-10 00:58:00,0.5331263431403563,59.56089023831477,33.896085970431415,41.97244097727879,1.0
2026-03-10 00:59:00,0.5975545127122359,45.31293105781843,38.387915879235976,37.08847677413273,1.0
2026-03-10 01:00:00,0.452082576215471,57.93057065710656,35.638535041591325,42.17946087739191,1.0
